Orthogroup	C_sinensis_GCF_004153795.1_AHAU_CSS_1_protein	ptanmaker17.all.maker.proteins	uniprot-monotropa+hypopitys	uniprot-vaccinium+corymbosum	Total
OG0003056	6	1	0	0	7
OG0003057	7	0	0	0	7
OG0003058	6	1	0	0	7
OG0003059	7	0	0	0	7
OG0003060	7	0	0	0	7
OG0003061	7	0	0	0	7
OG0003062	6	1	0	0	7
OG0003063	7	0	0	0	7
OG0003064	7	0	0	0	7
OG0003065	1	6	0	0	7
OG0003066	7	0	0	0	7
OG0003067	7	0	0	0	7
OG0003068	6	1	0	0	7
OG0003069	7	0	0	0	7
OG0003070	7	0	0	0	7
OG0003071	7	0	0	0	7
OG0003072	7	0	0	0	7
OG0003073	7	0	0	0	7
OG0003074	1	6	0	0	7
OG0003075	7	0	0	0	7
OG0003076	7	0	0	0	7
OG0003077	7	0	0	0	7
OG0003078	7	0	0	0	7
OG0003079	6	1	0	0	7
OG0003080	7	0	0	0	7
OG0003081	7	0	0	0	7
OG0003082	7	0	0	0	7
OG0003083	4	3	0	0	7
OG0003084	7	0	0	0	7
OG0003085	7	0	0	0	7
OG0003086	7	0	0	0	7
OG0003087	7	0	0	0	7
OG0003088	6	1	0	0	7
OG0003089	7	0	0	0	7
OG0003090	7	0	0	0	7
OG0003091	7	0	0	0	7
OG0003092	7	0	0	0	7
OG0003093	7	0	0	0	7
OG0003094	7	0	0	0	7
OG0003095	7	0	0	0	7
OG0003096	7	0	0	0	7
OG0003097	4	3	0	0	7
OG0003098	7	0	0	0	7
OG0003099	7	0	0	0	7
OG0003100	7	0	0	0	7
OG0003101	6	1	0	0	7
OG0003102	7	0	0	0	7
OG0003103	7	0	0	0	7
OG0003104	7	0	0	0	7
OG0003105	6	1	0	0	7
OG0003106	7	0	0	0	7
OG0003107	6	1	0	0	7
OG0003108	6	0	1	0	7
OG0003109	7	0	0	0	7
OG0003110	7	0	0	0	7
OG0003111	7	0	0	0	7
OG0003112	7	0	0	0	7
OG0003113	7	0	0	0	7
OG0003114	7	0	0	0	7
OG0003115	7	0	0	0	7
OG0003116	7	0	0	0	7
OG0003117	7	0	0	0	7
OG0003118	6	1	0	0	7
OG0003119	7	0	0	0	7
OG0003120	7	0	0	0	7
OG0003121	7	0	0	0	7
OG0003122	7	0	0	0	7
OG0003123	7	0	0	0	7
OG0003124	7	0	0	0	7
OG0003125	7	0	0	0	7
OG0003126	7	0	0	0	7
OG0003127	7	0	0	0	7
OG0003128	6	1	0	0	7
OG0003129	7	0	0	0	7
OG0003130	7	0	0	0	7
OG0003131	4	3	0	0	7
OG0003132	7	0	0	0	7
OG0003133	7	0	0	0	7
OG0003134	7	0	0	0	7
OG0003135	7	0	0	0	7
OG0003136	7	0	0	0	7
OG0003137	7	0	0	0	7
OG0003138	7	0	0	0	7
OG0003139	7	0	0	0	7
OG0003140	7	0	0	0	7
OG0003141	7	0	0	0	7
OG0003142	7	0	0	0	7
OG0003143	7	0	0	0	7
OG0003144	7	0	0	0	7
OG0003145	7	0	0	0	7
OG0003146	7	0	0	0	7
OG0003147	7	0	0	0	7
OG0003148	7	0	0	0	7
OG0003149	7	0	0	0	7
OG0003150	7	0	0	0	7
OG0003151	6	1	0	0	7
OG0003152	7	0	0	0	7
OG0003153	7	0	0	0	7
OG0003154	7	0	0	0	7
OG0003155	7	0	0	0	7
OG0003156	6	1	0	0	7
OG0003157	7	0	0	0	7
OG0003158	7	0	0	0	7
OG0003159	7	0	0	0	7
OG0003160	7	0	0	0	7
OG0003161	2	3	0	2	7
OG0003162	7	0	0	0	7
OG0003163	7	0	0	0	7
OG0003164	7	0	0	0	7
OG0003165	7	0	0	0	7
OG0003166	7	0	0	0	7
OG0003167	7	0	0	0	7
OG0003168	7	0	0	0	7
OG0003169	7	0	0	0	7
OG0003170	7	0	0	0	7
OG0003171	5	2	0	0	7
OG0003172	7	0	0	0	7
OG0003173	7	0	0	0	7
OG0003174	6	1	0	0	7
OG0003175	7	0	0	0	7
OG0003176	7	0	0	0	7
OG0003177	7	0	0	0	7
OG0003178	7	0	0	0	7
OG0003179	7	0	0	0	7
OG0003180	7	0	0	0	7
OG0003181	7	0	0	0	7
OG0003182	7	0	0	0	7
OG0003183	7	0	0	0	7
OG0003184	7	0	0	0	7
OG0003185	4	3	0	0	7
OG0003186	7	0	0	0	7
OG0003187	7	0	0	0	7
OG0003188	7	0	0	0	7
OG0003189	7	0	0	0	7
OG0003190	7	0	0	0	7
OG0003191	7	0	0	0	7
OG0003192	7	0	0	0	7
OG0003193	7	0	0	0	7
OG0003194	7	0	0	0	7
OG0003195	7	0	0	0	7
OG0003196	7	0	0	0	7
OG0003197	7	0	0	0	7
OG0003198	7	0	0	0	7
OG0003199	4	2	0	1	7
OG0003200	7	0	0	0	7
OG0003201	6	1	0	0	7
OG0003202	7	0	0	0	7
OG0003203	7	0	0	0	7
OG0003204	7	0	0	0	7
OG0003205	7	0	0	0	7
OG0003206	7	0	0	0	7
OG0003207	7	0	0	0	7
OG0003208	7	0	0	0	7
OG0003209	7	0	0	0	7
OG0003210	7	0	0	0	7
OG0003211	7	0	0	0	7
OG0003212	7	0	0	0	7
OG0003213	7	0	0	0	7
OG0003214	7	0	0	0	7
OG0003215	6	1	0	0	7
OG0003216	6	1	0	0	7
OG0003217	7	0	0	0	7
OG0003218	7	0	0	0	7
OG0003219	7	0	0	0	7
OG0003220	7	0	0	0	7
OG0003221	6	1	0	0	7
OG0003222	7	0	0	0	7
OG0003223	6	1	0	0	7
OG0003224	6	1	0	0	7
OG0003225	7	0	0	0	7
OG0003226	7	0	0	0	7
OG0003227	7	0	0	0	7
OG0003228	7	0	0	0	7
OG0003229	7	0	0	0	7
OG0003230	4	3	0	0	7
OG0003231	7	0	0	0	7
OG0003232	7	0	0	0	7
OG0003233	7	0	0	0	7
OG0003234	7	0	0	0	7
OG0003235	7	0	0	0	7
OG0003236	7	0	0	0	7
OG0003237	6	1	0	0	7
OG0003238	6	1	0	0	7
OG0003239	7	0	0	0	7
OG0003240	6	1	0	0	7
OG0003241	7	0	0	0	7
OG0003242	7	0	0	0	7
OG0003243	6	1	0	0	7
OG0003244	7	0	0	0	7
OG0003245	1	6	0	0	7
OG0003246	7	0	0	0	7
OG0003247	7	0	0	0	7
OG0003248	7	0	0	0	7
OG0003249	7	0	0	0	7
OG0003250	7	0	0	0	7
OG0003251	1	6	0	0	7
OG0003252	6	1	0	0	7
OG0003253	7	0	0	0	7
OG0003254	1	6	0	0	7
OG0003255	6	1	0	0	7
OG0003256	7	0	0	0	7
OG0003257	7	0	0	0	7
OG0003258	6	1	0	0	7
OG0003259	7	0	0	0	7
OG0003260	2	2	3	0	7
OG0003261	3	0	2	2	7
OG0003262	0	7	0	0	7
OG0003263	0	7	0	0	7
OG0003264	0	7	0	0	7
OG0003265	0	7	0	0	7
OG0003266	0	7	0	0	7
OG0003267	0	7	0	0	7
OG0003268	0	7	0	0	7
OG0003269	0	7	0	0	7
OG0003270	0	7	0	0	7
OG0003271	0	7	0	0	7
OG0003272	0	7	0	0	7
OG0003273	0	7	0	0	7
OG0003274	0	7	0	0	7
OG0003275	0	7	0	0	7
OG0003276	0	7	0	0	7
OG0003277	0	7	0	0	7
OG0003278	0	7	0	0	7
OG0003279	0	7	0	0	7
OG0003280	0	7	0	0	7
OG0003281	0	7	0	0	7
OG0003282	0	7	0	0	7
OG0003283	0	7	0	0	7
OG0003284	0	7	0	0	7
OG0003285	0	7	0	0	7
OG0003286	0	7	0	0	7
OG0003287	0	7	0	0	7
OG0003288	0	7	0	0	7
OG0003289	0	7	0	0	7
OG0003290	0	7	0	0	7
OG0003291	0	7	0	0	7
OG0003292	0	7	0	0	7
OG0003293	0	7	0	0	7
OG0003294	0	7	0	0	7
OG0003295	0	7	0	0	7
OG0003296	0	7	0	0	7
OG0003297	0	7	0	0	7
OG0003298	0	7	0	0	7
OG0003299	0	7	0	0	7
OG0003300	0	7	0	0	7
OG0003301	0	7	0	0	7
OG0003302	0	7	0	0	7
OG0003303	0	7	0	0	7
OG0003304	0	7	0	0	7
OG0003305	0	0	0	7	7
OG0003306	6	0	0	0	6
OG0003307	6	0	0	0	6
OG0003308	6	0	0	0	6
OG0003309	6	0	0	0	6
OG0003310	6	0	0	0	6
OG0003311	6	0	0	0	6
OG0003312	6	0	0	0	6
OG0003313	4	2	0	0	6
OG0003314	5	1	0	0	6
OG0003315	6	0	0	0	6
OG0003316	6	0	0	0	6
OG0003317	6	0	0	0	6
OG0003318	6	0	0	0	6
OG0003319	5	1	0	0	6
OG0003320	5	1	0	0	6
OG0003321	6	0	0	0	6
OG0003322	6	0	0	0	6
OG0003323	6	0	0	0	6
OG0003324	6	0	0	0	6
OG0003325	6	0	0	0	6
OG0003326	6	0	0	0	6
OG0003327	6	0	0	0	6
OG0003328	6	0	0	0	6
OG0003329	6	0	0	0	6
OG0003330	6	0	0	0	6
OG0003331	6	0	0	0	6
OG0003332	5	1	0	0	6
OG0003333	6	0	0	0	6
OG0003334	6	0	0	0	6
OG0003335	6	0	0	0	6
OG0003336	6	0	0	0	6
OG0003337	6	0	0	0	6
OG0003338	6	0	0	0	6
OG0003339	6	0	0	0	6
OG0003340	5	1	0	0	6
OG0003341	6	0	0	0	6
OG0003342	5	1	0	0	6
OG0003343	6	0	0	0	6
OG0003344	5	1	0	0	6
OG0003345	6	0	0	0	6
OG0003346	5	1	0	0	6
OG0003347	6	0	0	0	6
OG0003348	5	1	0	0	6
OG0003349	6	0	0	0	6
OG0003350	6	0	0	0	6
OG0003351	6	0	0	0	6
OG0003352	6	0	0	0	6
OG0003353	6	0	0	0	6
OG0003354	6	0	0	0	6
OG0003355	6	0	0	0	6
OG0003356	6	0	0	0	6
OG0003357	6	0	0	0	6
OG0003358	6	0	0	0	6
OG0003359	6	0	0	0	6
OG0003360	6	0	0	0	6
OG0003361	6	0	0	0	6
OG0003362	6	0	0	0	6
OG0003363	6	0	0	0	6
OG0003364	6	0	0	0	6
OG0003365	5	1	0	0	6
OG0003366	6	0	0	0	6
OG0003367	6	0	0	0	6
OG0003368	6	0	0	0	6
OG0003369	6	0	0	0	6
OG0003370	6	0	0	0	6
OG0003371	5	1	0	0	6
OG0003372	6	0	0	0	6
OG0003373	6	0	0	0	6
OG0003374	6	0	0	0	6
OG0003375	6	0	0	0	6
OG0003376	6	0	0	0	6
OG0003377	6	0	0	0	6
OG0003378	6	0	0	0	6
OG0003379	6	0	0	0	6
OG0003380	5	1	0	0	6
OG0003381	6	0	0	0	6
OG0003382	6	0	0	0	6
OG0003383	6	0	0	0	6
OG0003384	6	0	0	0	6
OG0003385	6	0	0	0	6
OG0003386	6	0	0	0	6
OG0003387	5	1	0	0	6
OG0003388	6	0	0	0	6
OG0003389	6	0	0	0	6
OG0003390	6	0	0	0	6
OG0003391	6	0	0	0	6
OG0003392	6	0	0	0	6
OG0003393	6	0	0	0	6
OG0003394	6	0	0	0	6
OG0003395	6	0	0	0	6
OG0003396	6	0	0	0	6
OG0003397	6	0	0	0	6
OG0003398	6	0	0	0	6
OG0003399	6	0	0	0	6
OG0003400	6	0	0	0	6
OG0003401	6	0	0	0	6
OG0003402	6	0	0	0	6
OG0003403	6	0	0	0	6
OG0003404	6	0	0	0	6
OG0003405	6	0	0	0	6
OG0003406	6	0	0	0	6
OG0003407	6	0	0	0	6
OG0003408	6	0	0	0	6
OG0003409	6	0	0	0	6
OG0003410	6	0	0	0	6
OG0003411	6	0	0	0	6
OG0003412	6	0	0	0	6
OG0003413	1	5	0	0	6
OG0003414	6	0	0	0	6
OG0003415	6	0	0	0	6
OG0003416	6	0	0	0	6
OG0003417	6	0	0	0	6
OG0003418	5	1	0	0	6
OG0003419	6	0	0	0	6
OG0003420	6	0	0	0	6
OG0003421	6	0	0	0	6
OG0003422	6	0	0	0	6
OG0003423	6	0	0	0	6
OG0003424	6	0	0	0	6
OG0003425	6	0	0	0	6
OG0003426	6	0	0	0	6
OG0003427	6	0	0	0	6
OG0003428	6	0	0	0	6
OG0003429	6	0	0	0	6
OG0003430	6	0	0	0	6
OG0003431	6	0	0	0	6
OG0003432	6	0	0	0	6
OG0003433	6	0	0	0	6
OG0003434	6	0	0	0	6
OG0003435	5	1	0	0	6
OG0003436	6	0	0	0	6
OG0003437	6	0	0	0	6
OG0003438	5	1	0	0	6
OG0003439	6	0	0	0	6
OG0003440	6	0	0	0	6
OG0003441	6	0	0	0	6
OG0003442	6	0	0	0	6
OG0003443	6	0	0	0	6
OG0003444	6	0	0	0	6
OG0003445	6	0	0	0	6
OG0003446	6	0	0	0	6
OG0003447	6	0	0	0	6
OG0003448	6	0	0	0	6
OG0003449	6	0	0	0	6
OG0003450	6	0	0	0	6
OG0003451	6	0	0	0	6
OG0003452	5	1	0	0	6
OG0003453	5	1	0	0	6
OG0003454	6	0	0	0	6
OG0003455	6	0	0	0	6
OG0003456	6	0	0	0	6
OG0003457	6	0	0	0	6
OG0003458	6	0	0	0	6
OG0003459	6	0	0	0	6
OG0003460	6	0	0	0	6
OG0003461	6	0	0	0	6
OG0003462	6	0	0	0	6
OG0003463	6	0	0	0	6
OG0003464	6	0	0	0	6
OG0003465	6	0	0	0	6
OG0003466	6	0	0	0	6
OG0003467	6	0	0	0	6
OG0003468	2	4	0	0	6
OG0003469	6	0	0	0	6
OG0003470	6	0	0	0	6
OG0003471	6	0	0	0	6
OG0003472	6	0	0	0	6
OG0003473	6	0	0	0	6
OG0003474	6	0	0	0	6
OG0003475	6	0	0	0	6
OG0003476	6	0	0	0	6
OG0003477	6	0	0	0	6
OG0003478	6	0	0	0	6
OG0003479	6	0	0	0	6
OG0003480	6	0	0	0	6
OG0003481	6	0	0	0	6
OG0003482	4	2	0	0	6
OG0003483	5	1	0	0	6
OG0003484	6	0	0	0	6
OG0003485	6	0	0	0	6
OG0003486	6	0	0	0	6
OG0003487	6	0	0	0	6
OG0003488	6	0	0	0	6
OG0003489	6	0	0	0	6
OG0003490	6	0	0	0	6
OG0003491	6	0	0	0	6
OG0003492	6	0	0	0	6
OG0003493	5	1	0	0	6
OG0003494	6	0	0	0	6
OG0003495	5	1	0	0	6
OG0003496	6	0	0	0	6
OG0003497	6	0	0	0	6
OG0003498	6	0	0	0	6
OG0003499	6	0	0	0	6
OG0003500	6	0	0	0	6
OG0003501	6	0	0	0	6
OG0003502	6	0	0	0	6
OG0003503	6	0	0	0	6
OG0003504	5	1	0	0	6
OG0003505	6	0	0	0	6
OG0003506	6	0	0	0	6
OG0003507	6	0	0	0	6
OG0003508	6	0	0	0	6
OG0003509	6	0	0	0	6
OG0003510	6	0	0	0	6
OG0003511	6	0	0	0	6
OG0003512	6	0	0	0	6
OG0003513	6	0	0	0	6
OG0003514	6	0	0	0	6
OG0003515	6	0	0	0	6
OG0003516	6	0	0	0	6
OG0003517	6	0	0	0	6
OG0003518	6	0	0	0	6
OG0003519	6	0	0	0	6
OG0003520	4	2	0	0	6
OG0003521	6	0	0	0	6
OG0003522	6	0	0	0	6
OG0003523	6	0	0	0	6
OG0003524	6	0	0	0	6
OG0003525	6	0	0	0	6
OG0003526	6	0	0	0	6
OG0003527	2	4	0	0	6
OG0003528	5	1	0	0	6
OG0003529	6	0	0	0	6
OG0003530	6	0	0	0	6
OG0003531	6	0	0	0	6
OG0003532	6	0	0	0	6
OG0003533	6	0	0	0	6
OG0003534	3	3	0	0	6
OG0003535	6	0	0	0	6
OG0003536	6	0	0	0	6
OG0003537	6	0	0	0	6
OG0003538	6	0	0	0	6
OG0003539	6	0	0	0	6
OG0003540	6	0	0	0	6
OG0003541	6	0	0	0	6
OG0003542	6	0	0	0	6
OG0003543	6	0	0	0	6
OG0003544	5	1	0	0	6
OG0003545	6	0	0	0	6
OG0003546	5	1	0	0	6
OG0003547	6	0	0	0	6
OG0003548	6	0	0	0	6
OG0003549	6	0	0	0	6
OG0003550	6	0	0	0	6
OG0003551	6	0	0	0	6
OG0003552	6	0	0	0	6
OG0003553	6	0	0	0	6
OG0003554	6	0	0	0	6
OG0003555	6	0	0	0	6
OG0003556	6	0	0	0	6
OG0003557	6	0	0	0	6
OG0003558	6	0	0	0	6
OG0003559	6	0	0	0	6
OG0003560	6	0	0	0	6
OG0003561	6	0	0	0	6
OG0003562	6	0	0	0	6
OG0003563	6	0	0	0	6
OG0003564	6	0	0	0	6
OG0003565	5	1	0	0	6
OG0003566	6	0	0	0	6
OG0003567	6	0	0	0	6
OG0003568	6	0	0	0	6
OG0003569	6	0	0	0	6
OG0003570	6	0	0	0	6
OG0003571	6	0	0	0	6
OG0003572	6	0	0	0	6
OG0003573	6	0	0	0	6
OG0003574	5	1	0	0	6
OG0003575	6	0	0	0	6
OG0003576	5	1	0	0	6
OG0003577	6	0	0	0	6
OG0003578	6	0	0	0	6
OG0003579	6	0	0	0	6
OG0003580	6	0	0	0	6
OG0003581	6	0	0	0	6
OG0003582	6	0	0	0	6
OG0003583	6	0	0	0	6
OG0003584	6	0	0	0	6
OG0003585	6	0	0	0	6
OG0003586	6	0	0	0	6
OG0003587	6	0	0	0	6
OG0003588	6	0	0	0	6
OG0003589	6	0	0	0	6
OG0003590	6	0	0	0	6
OG0003591	6	0	0	0	6
OG0003592	6	0	0	0	6
OG0003593	6	0	0	0	6
OG0003594	6	0	0	0	6
OG0003595	6	0	0	0	6
OG0003596	6	0	0	0	6
OG0003597	5	1	0	0	6
OG0003598	6	0	0	0	6
OG0003599	6	0	0	0	6
OG0003600	6	0	0	0	6
OG0003601	6	0	0	0	6
OG0003602	6	0	0	0	6
OG0003603	5	1	0	0	6
OG0003604	6	0	0	0	6
OG0003605	6	0	0	0	6
OG0003606	6	0	0	0	6
OG0003607	6	0	0	0	6
OG0003608	1	5	0	0	6
OG0003609	6	0	0	0	6
OG0003610	4	2	0	0	6
OG0003611	6	0	0	0	6
OG0003612	6	0	0	0	6
OG0003613	6	0	0	0	6
OG0003614	6	0	0	0	6
OG0003615	6	0	0	0	6
OG0003616	5	1	0	0	6
OG0003617	6	0	0	0	6
OG0003618	6	0	0	0	6
OG0003619	6	0	0	0	6
OG0003620	5	1	0	0	6
OG0003621	6	0	0	0	6
OG0003622	6	0	0	0	6
OG0003623	6	0	0	0	6
OG0003624	6	0	0	0	6
OG0003625	6	0	0	0	6
OG0003626	6	0	0	0	6
OG0003627	6	0	0	0	6
OG0003628	6	0	0	0	6
OG0003629	6	0	0	0	6
OG0003630	3	3	0	0	6
OG0003631	6	0	0	0	6
OG0003632	6	0	0	0	6
OG0003633	6	0	0	0	6
OG0003634	6	0	0	0	6
OG0003635	6	0	0	0	6
OG0003636	6	0	0	0	6
OG0003637	6	0	0	0	6
OG0003638	6	0	0	0	6
OG0003639	6	0	0	0	6
OG0003640	6	0	0	0	6
OG0003641	6	0	0	0	6
OG0003642	6	0	0	0	6
OG0003643	3	3	0	0	6
OG0003644	6	0	0	0	6
OG0003645	5	1	0	0	6
OG0003646	6	0	0	0	6
OG0003647	6	0	0	0	6
OG0003648	6	0	0	0	6
OG0003649	5	1	0	0	6
OG0003650	6	0	0	0	6
OG0003651	6	0	0	0	6
OG0003652	6	0	0	0	6
OG0003653	5	1	0	0	6
OG0003654	6	0	0	0	6
OG0003655	5	1	0	0	6
OG0003656	6	0	0	0	6
OG0003657	5	1	0	0	6
OG0003658	6	0	0	0	6
OG0003659	6	0	0	0	6
OG0003660	6	0	0	0	6
OG0003661	6	0	0	0	6
OG0003662	6	0	0	0	6
OG0003663	6	0	0	0	6
OG0003664	6	0	0	0	6
OG0003665	5	1	0	0	6
OG0003666	6	0	0	0	6
OG0003667	6	0	0	0	6
OG0003668	6	0	0	0	6
OG0003669	6	0	0	0	6
OG0003670	6	0	0	0	6
OG0003671	6	0	0	0	6
OG0003672	6	0	0	0	6
OG0003673	6	0	0	0	6
OG0003674	6	0	0	0	6
OG0003675	6	0	0	0	6
OG0003676	6	0	0	0	6
OG0003677	6	0	0	0	6
OG0003678	6	0	0	0	6
OG0003679	1	5	0	0	6
OG0003680	4	2	0	0	6
OG0003681	6	0	0	0	6
OG0003682	6	0	0	0	6
OG0003683	6	0	0	0	6
OG0003684	6	0	0	0	6
OG0003685	5	1	0	0	6
OG0003686	6	0	0	0	6
OG0003687	6	0	0	0	6
OG0003688	6	0	0	0	6
OG0003689	6	0	0	0	6
OG0003690	5	1	0	0	6
OG0003691	6	0	0	0	6
OG0003692	5	1	0	0	6
OG0003693	6	0	0	0	6
OG0003694	6	0	0	0	6
OG0003695	6	0	0	0	6
OG0003696	6	0	0	0	6
OG0003697	6	0	0	0	6
OG0003698	6	0	0	0	6
OG0003699	6	0	0	0	6
OG0003700	6	0	0	0	6
OG0003701	6	0	0	0	6
OG0003702	6	0	0	0	6
OG0003703	6	0	0	0	6
OG0003704	6	0	0	0	6
OG0003705	6	0	0	0	6
OG0003706	6	0	0	0	6
OG0003707	5	1	0	0	6
OG0003708	4	2	0	0	6
OG0003709	6	0	0	0	6
OG0003710	6	0	0	0	6
OG0003711	6	0	0	0	6
OG0003712	6	0	0	0	6
OG0003713	6	0	0	0	6
OG0003714	6	0	0	0	6
OG0003715	6	0	0	0	6
OG0003716	6	0	0	0	6
OG0003717	6	0	0	0	6
OG0003718	5	1	0	0	6
OG0003719	5	1	0	0	6
OG0003720	6	0	0	0	6
OG0003721	6	0	0	0	6
OG0003722	6	0	0	0	6
OG0003723	6	0	0	0	6
OG0003724	6	0	0	0	6
OG0003725	6	0	0	0	6
OG0003726	5	1	0	0	6
OG0003727	6	0	0	0	6
OG0003728	6	0	0	0	6
OG0003729	6	0	0	0	6
OG0003730	6	0	0	0	6
OG0003731	6	0	0	0	6
OG0003732	6	0	0	0	6
OG0003733	6	0	0	0	6
OG0003734	6	0	0	0	6
OG0003735	5	1	0	0	6
OG0003736	6	0	0	0	6
OG0003737	6	0	0	0	6
OG0003738	6	0	0	0	6
OG0003739	6	0	0	0	6
OG0003740	6	0	0	0	6
OG0003741	5	1	0	0	6
OG0003742	6	0	0	0	6
OG0003743	6	0	0	0	6
OG0003744	6	0	0	0	6
OG0003745	6	0	0	0	6
OG0003746	6	0	0	0	6
OG0003747	6	0	0	0	6
OG0003748	6	0	0	0	6
OG0003749	6	0	0	0	6
OG0003750	6	0	0	0	6
OG0003751	6	0	0	0	6
OG0003752	6	0	0	0	6
OG0003753	6	0	0	0	6
OG0003754	5	1	0	0	6
OG0003755	6	0	0	0	6
OG0003756	5	1	0	0	6
OG0003757	6	0	0	0	6
OG0003758	6	0	0	0	6
OG0003759	6	0	0	0	6
OG0003760	6	0	0	0	6
OG0003761	6	0	0	0	6
OG0003762	6	0	0	0	6
OG0003763	6	0	0	0	6
OG0003764	2	4	0	0	6
OG0003765	6	0	0	0	6
OG0003766	6	0	0	0	6
OG0003767	6	0	0	0	6
OG0003768	6	0	0	0	6
OG0003769	6	0	0	0	6
OG0003770	6	0	0	0	6
OG0003771	5	1	0	0	6
OG0003772	6	0	0	0	6
OG0003773	6	0	0	0	6
OG0003774	6	0	0	0	6
OG0003775	6	0	0	0	6
OG0003776	6	0	0	0	6
OG0003777	6	0	0	0	6
OG0003778	6	0	0	0	6
OG0003779	6	0	0	0	6
OG0003780	6	0	0	0	6
OG0003781	6	0	0	0	6
OG0003782	6	0	0	0	6
OG0003783	6	0	0	0	6
OG0003784	6	0	0	0	6
OG0003785	5	1	0	0	6
OG0003786	6	0	0	0	6
OG0003787	6	0	0	0	6
OG0003788	6	0	0	0	6
OG0003789	6	0	0	0	6
OG0003790	6	0	0	0	6
OG0003791	5	1	0	0	6
OG0003792	6	0	0	0	6
OG0003793	6	0	0	0	6
OG0003794	6	0	0	0	6
OG0003795	6	0	0	0	6
OG0003796	6	0	0	0	6
OG0003797	5	1	0	0	6
OG0003798	6	0	0	0	6
OG0003799	6	0	0	0	6
OG0003800	6	0	0	0	6
OG0003801	6	0	0	0	6
OG0003802	5	1	0	0	6
OG0003803	6	0	0	0	6
OG0003804	6	0	0	0	6
OG0003805	6	0	0	0	6
OG0003806	6	0	0	0	6
OG0003807	4	0	2	0	6
OG0003808	6	0	0	0	6
OG0003809	3	3	0	0	6
OG0003810	6	0	0	0	6
OG0003811	6	0	0	0	6
OG0003812	6	0	0	0	6
OG0003813	6	0	0	0	6
OG0003814	6	0	0	0	6
OG0003815	6	0	0	0	6
OG0003816	6	0	0	0	6
OG0003817	6	0	0	0	6
OG0003818	6	0	0	0	6
OG0003819	5	1	0	0	6
OG0003820	6	0	0	0	6
OG0003821	5	1	0	0	6
OG0003822	6	0	0	0	6
OG0003823	6	0	0	0	6
OG0003824	4	2	0	0	6
OG0003825	6	0	0	0	6
OG0003826	5	0	0	1	6
OG0003827	6	0	0	0	6
OG0003828	6	0	0	0	6
OG0003829	6	0	0	0	6
OG0003830	6	0	0	0	6
OG0003831	5	1	0	0	6
OG0003832	6	0	0	0	6
OG0003833	6	0	0	0	6
OG0003834	5	1	0	0	6
OG0003835	6	0	0	0	6
OG0003836	6	0	0	0	6
OG0003837	6	0	0	0	6
OG0003838	6	0	0	0	6
OG0003839	6	0	0	0	6
OG0003840	6	0	0	0	6
OG0003841	5	1	0	0	6
OG0003842	1	5	0	0	6
OG0003843	6	0	0	0	6
OG0003844	6	0	0	0	6
OG0003845	6	0	0	0	6
OG0003846	3	2	0	1	6
OG0003847	6	0	0	0	6
OG0003848	5	1	0	0	6
OG0003849	5	1	0	0	6
OG0003850	6	0	0	0	6
OG0003851	6	0	0	0	6
OG0003852	5	1	0	0	6
OG0003853	6	0	0	0	6
OG0003854	3	3	0	0	6
OG0003855	6	0	0	0	6
OG0003856	6	0	0	0	6
OG0003857	6	0	0	0	6
OG0003858	6	0	0	0	6
OG0003859	6	0	0	0	6
OG0003860	6	0	0	0	6
OG0003861	6	0	0	0	6
OG0003862	6	0	0	0	6
OG0003863	4	2	0	0	6
OG0003864	6	0	0	0	6
OG0003865	6	0	0	0	6
OG0003866	6	0	0	0	6
OG0003867	6	0	0	0	6
OG0003868	1	5	0	0	6
OG0003869	6	0	0	0	6
OG0003870	6	0	0	0	6
OG0003871	6	0	0	0	6
OG0003872	6	0	0	0	6
OG0003873	6	0	0	0	6
OG0003874	6	0	0	0	6
OG0003875	6	0	0	0	6
OG0003876	6	0	0	0	6
OG0003877	6	0	0	0	6
OG0003878	4	1	0	1	6
OG0003879	1	5	0	0	6
OG0003880	6	0	0	0	6
OG0003881	6	0	0	0	6
OG0003882	6	0	0	0	6
OG0003883	6	0	0	0	6
OG0003884	5	1	0	0	6
OG0003885	6	0	0	0	6
OG0003886	6	0	0	0	6
OG0003887	5	1	0	0	6
OG0003888	6	0	0	0	6
OG0003889	6	0	0	0	6
OG0003890	6	0	0	0	6
OG0003891	6	0	0	0	6
OG0003892	6	0	0	0	6
OG0003893	6	0	0	0	6
OG0003894	5	1	0	0	6
OG0003895	4	2	0	0	6
OG0003896	6	0	0	0	6
OG0003897	6	0	0	0	6
OG0003898	6	0	0	0	6
OG0003899	6	0	0	0	6
OG0003900	6	0	0	0	6
OG0003901	5	1	0	0	6
OG0003902	6	0	0	0	6
OG0003903	6	0	0	0	6
OG0003904	6	0	0	0	6
OG0003905	5	1	0	0	6
OG0003906	6	0	0	0	6
OG0003907	6	0	0	0	6
OG0003908	6	0	0	0	6
OG0003909	5	1	0	0	6
OG0003910	6	0	0	0	6
OG0003911	6	0	0	0	6
OG0003912	6	0	0	0	6
OG0003913	6	0	0	0	6
OG0003914	6	0	0	0	6
OG0003915	6	0	0	0	6
OG0003916	6	0	0	0	6
OG0003917	1	5	0	0	6
OG0003918	6	0	0	0	6
OG0003919	6	0	0	0	6
OG0003920	6	0	0	0	6
OG0003921	1	5	0	0	6
OG0003922	1	5	0	0	6
OG0003923	6	0	0	0	6
OG0003924	6	0	0	0	6
