Orthogroup	C_sinensis_GCF_004153795.1_AHAU_CSS_1_protein	ptanmaker17.all.maker.proteins	uniprot-monotropa+hypopitys	uniprot-vaccinium+corymbosum	Total
OG0002187	5	4	0	0	9
OG0002188	9	0	0	0	9
OG0002189	9	0	0	0	9
OG0002190	9	0	0	0	9
OG0002191	9	0	0	0	9
OG0002192	9	0	0	0	9
OG0002193	9	0	0	0	9
OG0002194	8	1	0	0	9
OG0002195	9	0	0	0	9
OG0002196	9	0	0	0	9
OG0002197	8	1	0	0	9
OG0002198	8	1	0	0	9
OG0002199	9	0	0	0	9
OG0002200	9	0	0	0	9
OG0002201	9	0	0	0	9
OG0002202	8	1	0	0	9
OG0002203	9	0	0	0	9
OG0002204	8	1	0	0	9
OG0002205	9	0	0	0	9
OG0002206	9	0	0	0	9
OG0002207	9	0	0	0	9
OG0002208	9	0	0	0	9
OG0002209	9	0	0	0	9
OG0002210	9	0	0	0	9
OG0002211	8	1	0	0	9
OG0002212	9	0	0	0	9
OG0002213	9	0	0	0	9
OG0002214	8	1	0	0	9
OG0002215	9	0	0	0	9
OG0002216	9	0	0	0	9
OG0002217	9	0	0	0	9
OG0002218	9	0	0	0	9
OG0002219	9	0	0	0	9
OG0002220	9	0	0	0	9
OG0002221	9	0	0	0	9
OG0002222	9	0	0	0	9
OG0002223	8	1	0	0	9
OG0002224	9	0	0	0	9
OG0002225	9	0	0	0	9
OG0002226	9	0	0	0	9
OG0002227	9	0	0	0	9
OG0002228	9	0	0	0	9
OG0002229	9	0	0	0	9
OG0002230	9	0	0	0	9
OG0002231	7	2	0	0	9
OG0002232	9	0	0	0	9
OG0002233	9	0	0	0	9
OG0002234	9	0	0	0	9
OG0002235	9	0	0	0	9
OG0002236	9	0	0	0	9
OG0002237	9	0	0	0	9
OG0002238	9	0	0	0	9
OG0002239	9	0	0	0	9
OG0002240	9	0	0	0	9
OG0002241	9	0	0	0	9
OG0002242	9	0	0	0	9
OG0002243	9	0	0	0	9
OG0002244	9	0	0	0	9
OG0002245	9	0	0	0	9
OG0002246	9	0	0	0	9
OG0002247	9	0	0	0	9
OG0002248	9	0	0	0	9
OG0002249	9	0	0	0	9
OG0002250	9	0	0	0	9
OG0002251	9	0	0	0	9
OG0002252	9	0	0	0	9
OG0002253	9	0	0	0	9
OG0002254	9	0	0	0	9
OG0002255	9	0	0	0	9
OG0002256	9	0	0	0	9
OG0002257	9	0	0	0	9
OG0002258	9	0	0	0	9
OG0002259	9	0	0	0	9
OG0002260	9	0	0	0	9
OG0002261	9	0	0	0	9
OG0002262	9	0	0	0	9
OG0002263	9	0	0	0	9
OG0002264	9	0	0	0	9
OG0002265	9	0	0	0	9
OG0002266	9	0	0	0	9
OG0002267	9	0	0	0	9
OG0002268	9	0	0	0	9
OG0002269	8	1	0	0	9
OG0002270	9	0	0	0	9
OG0002271	9	0	0	0	9
OG0002272	7	2	0	0	9
OG0002273	9	0	0	0	9
OG0002274	8	1	0	0	9
OG0002275	8	1	0	0	9
OG0002276	9	0	0	0	9
OG0002277	9	0	0	0	9
OG0002278	8	1	0	0	9
OG0002279	9	0	0	0	9
OG0002280	9	0	0	0	9
OG0002281	9	0	0	0	9
OG0002282	9	0	0	0	9
OG0002283	9	0	0	0	9
OG0002284	9	0	0	0	9
OG0002285	8	1	0	0	9
OG0002286	9	0	0	0	9
OG0002287	9	0	0	0	9
OG0002288	9	0	0	0	9
OG0002289	1	8	0	0	9
OG0002290	9	0	0	0	9
OG0002291	9	0	0	0	9
OG0002292	7	2	0	0	9
OG0002293	9	0	0	0	9
OG0002294	9	0	0	0	9
OG0002295	9	0	0	0	9
OG0002296	9	0	0	0	9
OG0002297	9	0	0	0	9
OG0002298	9	0	0	0	9
OG0002299	9	0	0	0	9
OG0002300	9	0	0	0	9
OG0002301	9	0	0	0	9
OG0002302	9	0	0	0	9
OG0002303	9	0	0	0	9
OG0002304	9	0	0	0	9
OG0002305	9	0	0	0	9
OG0002306	9	0	0	0	9
OG0002307	9	0	0	0	9
OG0002308	9	0	0	0	9
OG0002309	9	0	0	0	9
OG0002310	9	0	0	0	9
OG0002311	9	0	0	0	9
OG0002312	8	1	0	0	9
OG0002313	8	1	0	0	9
OG0002314	6	3	0	0	9
OG0002315	9	0	0	0	9
OG0002316	2	7	0	0	9
OG0002317	8	1	0	0	9
OG0002318	9	0	0	0	9
OG0002319	9	0	0	0	9
OG0002320	9	0	0	0	9
OG0002321	8	1	0	0	9
OG0002322	9	0	0	0	9
OG0002323	9	0	0	0	9
OG0002324	9	0	0	0	9
OG0002325	9	0	0	0	9
OG0002326	8	1	0	0	9
OG0002327	8	1	0	0	9
OG0002328	9	0	0	0	9
OG0002329	9	0	0	0	9
OG0002330	9	0	0	0	9
OG0002331	9	0	0	0	9
OG0002332	7	2	0	0	9
OG0002333	7	2	0	0	9
OG0002334	9	0	0	0	9
OG0002335	9	0	0	0	9
OG0002336	1	8	0	0	9
OG0002337	9	0	0	0	9
OG0002338	9	0	0	0	9
OG0002339	9	0	0	0	9
OG0002340	8	1	0	0	9
OG0002341	9	0	0	0	9
OG0002342	9	0	0	0	9
OG0002343	9	0	0	0	9
OG0002344	9	0	0	0	9
OG0002345	9	0	0	0	9
OG0002346	9	0	0	0	9
OG0002347	8	1	0	0	9
OG0002348	9	0	0	0	9
OG0002349	9	0	0	0	9
OG0002350	9	0	0	0	9
OG0002351	8	1	0	0	9
OG0002352	2	7	0	0	9
OG0002353	8	1	0	0	9
OG0002354	1	8	0	0	9
OG0002355	9	0	0	0	9
OG0002356	9	0	0	0	9
OG0002357	8	1	0	0	9
OG0002358	1	5	3	0	9
OG0002359	0	9	0	0	9
OG0002360	0	9	0	0	9
OG0002361	0	9	0	0	9
OG0002362	0	9	0	0	9
OG0002363	0	9	0	0	9
OG0002364	0	9	0	0	9
OG0002365	0	9	0	0	9
OG0002366	0	9	0	0	9
OG0002367	0	9	0	0	9
OG0002368	0	9	0	0	9
OG0002369	0	9	0	0	9
OG0002370	0	9	0	0	9
OG0002371	0	9	0	0	9
OG0002372	0	9	0	0	9
OG0002373	0	9	0	0	9
OG0002374	0	9	0	0	9
OG0002375	0	9	0	0	9
OG0002376	0	9	0	0	9
OG0002377	0	8	1	0	9
OG0002378	0	9	0	0	9
OG0002379	0	9	0	0	9
OG0002380	0	9	0	0	9
OG0002381	0	9	0	0	9
OG0002382	0	9	0	0	9
OG0002383	0	9	0	0	9
OG0002384	0	9	0	0	9
OG0002385	0	9	0	0	9
OG0002386	0	9	0	0	9
OG0002387	0	9	0	0	9
OG0002388	4	3	1	0	8
OG0002389	7	1	0	0	8
OG0002390	8	0	0	0	8
OG0002391	8	0	0	0	8
OG0002392	8	0	0	0	8
OG0002393	8	0	0	0	8
OG0002394	8	0	0	0	8
OG0002395	8	0	0	0	8
OG0002396	8	0	0	0	8
OG0002397	8	0	0	0	8
OG0002398	8	0	0	0	8
OG0002399	7	1	0	0	8
OG0002400	8	0	0	0	8
OG0002401	7	1	0	0	8
OG0002402	8	0	0	0	8
OG0002403	8	0	0	0	8
OG0002404	8	0	0	0	8
OG0002405	7	0	0	1	8
OG0002406	6	2	0	0	8
OG0002407	8	0	0	0	8
OG0002408	8	0	0	0	8
OG0002409	8	0	0	0	8
OG0002410	8	0	0	0	8
OG0002411	8	0	0	0	8
OG0002412	7	1	0	0	8
OG0002413	8	0	0	0	8
OG0002414	8	0	0	0	8
OG0002415	8	0	0	0	8
OG0002416	8	0	0	0	8
OG0002417	8	0	0	0	8
OG0002418	8	0	0	0	8
OG0002419	8	0	0	0	8
OG0002420	7	1	0	0	8
OG0002421	8	0	0	0	8
OG0002422	8	0	0	0	8
OG0002423	7	1	0	0	8
OG0002424	8	0	0	0	8
OG0002425	8	0	0	0	8
OG0002426	8	0	0	0	8
OG0002427	8	0	0	0	8
OG0002428	8	0	0	0	8
OG0002429	8	0	0	0	8
OG0002430	8	0	0	0	8
OG0002431	7	1	0	0	8
OG0002432	8	0	0	0	8
OG0002433	7	1	0	0	8
OG0002434	8	0	0	0	8
OG0002435	8	0	0	0	8
OG0002436	8	0	0	0	8
OG0002437	8	0	0	0	8
OG0002438	8	0	0	0	8
OG0002439	8	0	0	0	8
OG0002440	8	0	0	0	8
OG0002441	8	0	0	0	8
OG0002442	7	1	0	0	8
OG0002443	8	0	0	0	8
OG0002444	8	0	0	0	8
OG0002445	7	1	0	0	8
OG0002446	8	0	0	0	8
OG0002447	8	0	0	0	8
OG0002448	8	0	0	0	8
OG0002449	8	0	0	0	8
OG0002450	7	1	0	0	8
OG0002451	8	0	0	0	8
OG0002452	8	0	0	0	8
OG0002453	8	0	0	0	8
OG0002454	8	0	0	0	8
OG0002455	8	0	0	0	8
OG0002456	8	0	0	0	8
OG0002457	8	0	0	0	8
OG0002458	8	0	0	0	8
OG0002459	8	0	0	0	8
OG0002460	8	0	0	0	8
OG0002461	7	1	0	0	8
OG0002462	8	0	0	0	8
OG0002463	8	0	0	0	8
OG0002464	8	0	0	0	8
OG0002465	8	0	0	0	8
OG0002466	8	0	0	0	8
OG0002467	8	0	0	0	8
OG0002468	8	0	0	0	8
OG0002469	8	0	0	0	8
OG0002470	7	1	0	0	8
OG0002471	8	0	0	0	8
OG0002472	8	0	0	0	8
OG0002473	8	0	0	0	8
OG0002474	8	0	0	0	8
OG0002475	8	0	0	0	8
OG0002476	8	0	0	0	8
OG0002477	7	1	0	0	8
OG0002478	8	0	0	0	8
OG0002479	8	0	0	0	8
OG0002480	8	0	0	0	8
OG0002481	8	0	0	0	8
OG0002482	8	0	0	0	8
OG0002483	8	0	0	0	8
OG0002484	8	0	0	0	8
OG0002485	8	0	0	0	8
OG0002486	8	0	0	0	8
OG0002487	7	1	0	0	8
OG0002488	7	1	0	0	8
OG0002489	8	0	0	0	8
OG0002490	8	0	0	0	8
OG0002491	8	0	0	0	8
OG0002492	8	0	0	0	8
OG0002493	8	0	0	0	8
OG0002494	8	0	0	0	8
OG0002495	8	0	0	0	8
OG0002496	8	0	0	0	8
OG0002497	8	0	0	0	8
OG0002498	8	0	0	0	8
OG0002499	7	1	0	0	8
OG0002500	8	0	0	0	8
OG0002501	8	0	0	0	8
OG0002502	7	0	0	1	8
OG0002503	8	0	0	0	8
OG0002504	8	0	0	0	8
OG0002505	5	3	0	0	8
OG0002506	8	0	0	0	8
OG0002507	8	0	0	0	8
OG0002508	8	0	0	0	8
OG0002509	7	0	0	1	8
OG0002510	8	0	0	0	8
OG0002511	8	0	0	0	8
OG0002512	8	0	0	0	8
OG0002513	8	0	0	0	8
OG0002514	6	1	0	1	8
OG0002515	7	1	0	0	8
OG0002516	8	0	0	0	8
OG0002517	8	0	0	0	8
OG0002518	8	0	0	0	8
OG0002519	8	0	0	0	8
OG0002520	8	0	0	0	8
OG0002521	7	1	0	0	8
OG0002522	8	0	0	0	8
OG0002523	8	0	0	0	8
OG0002524	8	0	0	0	8
OG0002525	8	0	0	0	8
OG0002526	8	0	0	0	8
OG0002527	8	0	0	0	8
OG0002528	8	0	0	0	8
OG0002529	8	0	0	0	8
OG0002530	8	0	0	0	8
OG0002531	7	1	0	0	8
OG0002532	8	0	0	0	8
OG0002533	8	0	0	0	8
OG0002534	8	0	0	0	8
OG0002535	8	0	0	0	8
OG0002536	6	2	0	0	8
OG0002537	8	0	0	0	8
OG0002538	8	0	0	0	8
OG0002539	8	0	0	0	8
OG0002540	8	0	0	0	8
OG0002541	8	0	0	0	8
OG0002542	8	0	0	0	8
OG0002543	8	0	0	0	8
OG0002544	8	0	0	0	8
OG0002545	7	1	0	0	8
OG0002546	7	1	0	0	8
OG0002547	8	0	0	0	8
OG0002548	8	0	0	0	8
OG0002549	8	0	0	0	8
OG0002550	8	0	0	0	8
OG0002551	6	2	0	0	8
OG0002552	8	0	0	0	8
OG0002553	8	0	0	0	8
OG0002554	8	0	0	0	8
OG0002555	8	0	0	0	8
OG0002556	7	1	0	0	8
OG0002557	8	0	0	0	8
OG0002558	8	0	0	0	8
OG0002559	7	1	0	0	8
OG0002560	8	0	0	0	8
OG0002561	7	1	0	0	8
OG0002562	8	0	0	0	8
OG0002563	8	0	0	0	8
OG0002564	8	0	0	0	8
OG0002565	3	5	0	0	8
OG0002566	8	0	0	0	8
OG0002567	8	0	0	0	8
OG0002568	8	0	0	0	8
OG0002569	8	0	0	0	8
OG0002570	8	0	0	0	8
OG0002571	8	0	0	0	8
OG0002572	8	0	0	0	8
OG0002573	8	0	0	0	8
OG0002574	8	0	0	0	8
OG0002575	8	0	0	0	8
OG0002576	1	7	0	0	8
OG0002577	4	4	0	0	8
OG0002578	8	0	0	0	8
OG0002579	8	0	0	0	8
OG0002580	8	0	0	0	8
OG0002581	6	2	0	0	8
OG0002582	8	0	0	0	8
OG0002583	8	0	0	0	8
OG0002584	8	0	0	0	8
OG0002585	8	0	0	0	8
OG0002586	8	0	0	0	8
OG0002587	8	0	0	0	8
OG0002588	8	0	0	0	8
OG0002589	8	0	0	0	8
OG0002590	8	0	0	0	8
OG0002591	7	1	0	0	8
OG0002592	8	0	0	0	8
OG0002593	8	0	0	0	8
OG0002594	2	6	0	0	8
OG0002595	8	0	0	0	8
OG0002596	1	7	0	0	8
OG0002597	8	0	0	0	8
OG0002598	8	0	0	0	8
OG0002599	8	0	0	0	8
OG0002600	8	0	0	0	8
OG0002601	8	0	0	0	8
OG0002602	8	0	0	0	8
OG0002603	8	0	0	0	8
OG0002604	8	0	0	0	8
OG0002605	8	0	0	0	8
OG0002606	8	0	0	0	8
OG0002607	8	0	0	0	8
OG0002608	8	0	0	0	8
OG0002609	7	1	0	0	8
OG0002610	8	0	0	0	8
OG0002611	8	0	0	0	8
OG0002612	8	0	0	0	8
OG0002613	4	0	0	4	8
OG0002614	8	0	0	0	8
OG0002615	8	0	0	0	8
OG0002616	8	0	0	0	8
OG0002617	8	0	0	0	8
OG0002618	8	0	0	0	8
OG0002619	8	0	0	0	8
OG0002620	8	0	0	0	8
OG0002621	5	1	0	2	8
OG0002622	8	0	0	0	8
OG0002623	8	0	0	0	8
OG0002624	8	0	0	0	8
OG0002625	8	0	0	0	8
OG0002626	8	0	0	0	8
OG0002627	8	0	0	0	8
OG0002628	8	0	0	0	8
OG0002629	8	0	0	0	8
OG0002630	8	0	0	0	8
OG0002631	8	0	0	0	8
OG0002632	8	0	0	0	8
OG0002633	8	0	0	0	8
OG0002634	8	0	0	0	8
OG0002635	2	6	0	0	8
OG0002636	8	0	0	0	8
OG0002637	8	0	0	0	8
OG0002638	8	0	0	0	8
OG0002639	8	0	0	0	8
OG0002640	8	0	0	0	8
OG0002641	7	1	0	0	8
OG0002642	8	0	0	0	8
OG0002643	8	0	0	0	8
OG0002644	8	0	0	0	8
OG0002645	7	1	0	0	8
OG0002646	8	0	0	0	8
OG0002647	8	0	0	0	8
OG0002648	8	0	0	0	8
OG0002649	8	0	0	0	8
OG0002650	7	1	0	0	8
OG0002651	8	0	0	0	8
OG0002652	8	0	0	0	8
OG0002653	8	0	0	0	8
OG0002654	8	0	0	0	8
OG0002655	8	0	0	0	8
OG0002656	8	0	0	0	8
OG0002657	7	1	0	0	8
OG0002658	8	0	0	0	8
OG0002659	8	0	0	0	8
OG0002660	8	0	0	0	8
OG0002661	8	0	0	0	8
OG0002662	6	2	0	0	8
OG0002663	8	0	0	0	8
OG0002664	7	1	0	0	8
OG0002665	8	0	0	0	8
OG0002666	8	0	0	0	8
OG0002667	7	1	0	0	8
OG0002668	8	0	0	0	8
OG0002669	8	0	0	0	8
OG0002670	8	0	0	0	8
OG0002671	5	3	0	0	8
OG0002672	8	0	0	0	8
OG0002673	8	0	0	0	8
OG0002674	8	0	0	0	8
OG0002675	8	0	0	0	8
OG0002676	8	0	0	0	8
OG0002677	8	0	0	0	8
OG0002678	7	1	0	0	8
OG0002679	8	0	0	0	8
OG0002680	8	0	0	0	8
OG0002681	8	0	0	0	8
OG0002682	8	0	0	0	8
OG0002683	6	2	0	0	8
OG0002684	8	0	0	0	8
OG0002685	8	0	0	0	8
OG0002686	8	0	0	0	8
OG0002687	8	0	0	0	8
OG0002688	8	0	0	0	8
OG0002689	8	0	0	0	8
OG0002690	8	0	0	0	8
OG0002691	8	0	0	0	8
OG0002692	8	0	0	0	8
OG0002693	7	1	0	0	8
OG0002694	8	0	0	0	8
OG0002695	8	0	0	0	8
OG0002696	8	0	0	0	8
OG0002697	8	0	0	0	8
OG0002698	8	0	0	0	8
OG0002699	8	0	0	0	8
OG0002700	8	0	0	0	8
OG0002701	8	0	0	0	8
OG0002702	8	0	0	0	8
OG0002703	7	1	0	0	8
OG0002704	8	0	0	0	8
OG0002705	8	0	0	0	8
OG0002706	8	0	0	0	8
OG0002707	8	0	0	0	8
OG0002708	8	0	0	0	8
OG0002709	8	0	0	0	8
OG0002710	8	0	0	0	8
OG0002711	8	0	0	0	8
OG0002712	8	0	0	0	8
OG0002713	4	4	0	0	8
OG0002714	8	0	0	0	8
OG0002715	8	0	0	0	8
OG0002716	8	0	0	0	8
OG0002717	8	0	0	0	8
OG0002718	8	0	0	0	8
OG0002719	8	0	0	0	8
OG0002720	7	1	0	0	8
OG0002721	8	0	0	0	8
OG0002722	8	0	0	0	8
OG0002723	8	0	0	0	8
OG0002724	1	7	0	0	8
OG0002725	8	0	0	0	8
OG0002726	8	0	0	0	8
OG0002727	8	0	0	0	8
OG0002728	3	5	0	0	8
OG0002729	8	0	0	0	8
OG0002730	8	0	0	0	8
OG0002731	8	0	0	0	8
OG0002732	8	0	0	0	8
OG0002733	8	0	0	0	8
OG0002734	8	0	0	0	8
OG0002735	8	0	0	0	8
OG0002736	8	0	0	0	8
OG0002737	7	1	0	0	8
OG0002738	8	0	0	0	8
OG0002739	1	7	0	0	8
OG0002740	8	0	0	0	8
OG0002741	7	1	0	0	8
OG0002742	8	0	0	0	8
OG0002743	8	0	0	0	8
OG0002744	8	0	0	0	8
OG0002745	8	0	0	0	8
OG0002746	8	0	0	0	8
OG0002747	3	5	0	0	8
OG0002748	8	0	0	0	8
OG0002749	0	8	0	0	8
OG0002750	0	8	0	0	8
OG0002751	0	8	0	0	8
OG0002752	0	8	0	0	8
OG0002753	0	8	0	0	8
OG0002754	0	8	0	0	8
OG0002755	0	8	0	0	8
OG0002756	0	8	0	0	8
OG0002757	0	8	0	0	8
OG0002758	0	8	0	0	8
OG0002759	0	8	0	0	8
OG0002760	0	8	0	0	8
OG0002761	0	8	0	0	8
OG0002762	0	8	0	0	8
OG0002763	0	8	0	0	8
OG0002764	0	8	0	0	8
OG0002765	0	8	0	0	8
OG0002766	0	8	0	0	8
OG0002767	0	8	0	0	8
OG0002768	0	8	0	0	8
OG0002769	0	8	0	0	8
OG0002770	0	8	0	0	8
OG0002771	0	8	0	0	8
OG0002772	0	8	0	0	8
OG0002773	0	8	0	0	8
OG0002774	0	8	0	0	8
OG0002775	0	8	0	0	8
OG0002776	7	0	0	0	7
OG0002777	7	0	0	0	7
OG0002778	7	0	0	0	7
OG0002779	6	1	0	0	7
OG0002780	7	0	0	0	7
OG0002781	7	0	0	0	7
OG0002782	6	1	0	0	7
OG0002783	7	0	0	0	7
OG0002784	7	0	0	0	7
OG0002785	6	1	0	0	7
OG0002786	7	0	0	0	7
OG0002787	7	0	0	0	7
OG0002788	7	0	0	0	7
OG0002789	7	0	0	0	7
OG0002790	7	0	0	0	7
OG0002791	7	0	0	0	7
OG0002792	7	0	0	0	7
OG0002793	7	0	0	0	7
OG0002794	7	0	0	0	7
OG0002795	5	1	0	1	7
OG0002796	7	0	0	0	7
OG0002797	6	1	0	0	7
OG0002798	7	0	0	0	7
OG0002799	7	0	0	0	7
OG0002800	7	0	0	0	7
OG0002801	7	0	0	0	7
OG0002802	7	0	0	0	7
OG0002803	7	0	0	0	7
OG0002804	7	0	0	0	7
OG0002805	7	0	0	0	7
OG0002806	7	0	0	0	7
OG0002807	6	1	0	0	7
OG0002808	7	0	0	0	7
OG0002809	7	0	0	0	7
OG0002810	7	0	0	0	7
OG0002811	7	0	0	0	7
OG0002812	7	0	0	0	7
OG0002813	7	0	0	0	7
OG0002814	7	0	0	0	7
OG0002815	6	1	0	0	7
OG0002816	7	0	0	0	7
OG0002817	7	0	0	0	7
OG0002818	7	0	0	0	7
OG0002819	7	0	0	0	7
OG0002820	1	6	0	0	7
OG0002821	7	0	0	0	7
OG0002822	7	0	0	0	7
OG0002823	7	0	0	0	7
OG0002824	7	0	0	0	7
OG0002825	7	0	0	0	7
OG0002826	7	0	0	0	7
OG0002827	7	0	0	0	7
OG0002828	7	0	0	0	7
OG0002829	7	0	0	0	7
OG0002830	7	0	0	0	7
OG0002831	7	0	0	0	7
OG0002832	7	0	0	0	7
OG0002833	7	0	0	0	7
OG0002834	6	1	0	0	7
OG0002835	7	0	0	0	7
OG0002836	7	0	0	0	7
OG0002837	7	0	0	0	7
OG0002838	7	0	0	0	7
OG0002839	5	1	0	1	7
OG0002840	7	0	0	0	7
OG0002841	7	0	0	0	7
OG0002842	7	0	0	0	7
OG0002843	7	0	0	0	7
OG0002844	7	0	0	0	7
OG0002845	6	1	0	0	7
OG0002846	7	0	0	0	7
OG0002847	7	0	0	0	7
OG0002848	7	0	0	0	7
OG0002849	6	1	0	0	7
OG0002850	7	0	0	0	7
OG0002851	7	0	0	0	7
OG0002852	7	0	0	0	7
OG0002853	7	0	0	0	7
OG0002854	6	1	0	0	7
OG0002855	7	0	0	0	7
OG0002856	7	0	0	0	7
OG0002857	7	0	0	0	7
OG0002858	7	0	0	0	7
OG0002859	7	0	0	0	7
OG0002860	7	0	0	0	7
OG0002861	7	0	0	0	7
OG0002862	7	0	0	0	7
OG0002863	7	0	0	0	7
OG0002864	7	0	0	0	7
OG0002865	7	0	0	0	7
OG0002866	7	0	0	0	7
OG0002867	7	0	0	0	7
OG0002868	7	0	0	0	7
OG0002869	7	0	0	0	7
OG0002870	7	0	0	0	7
OG0002871	6	1	0	0	7
OG0002872	7	0	0	0	7
OG0002873	7	0	0	0	7
OG0002874	7	0	0	0	7
OG0002875	7	0	0	0	7
OG0002876	7	0	0	0	7
OG0002877	7	0	0	0	7
OG0002878	6	1	0	0	7
OG0002879	7	0	0	0	7
OG0002880	7	0	0	0	7
OG0002881	7	0	0	0	7
OG0002882	5	2	0	0	7
OG0002883	7	0	0	0	7
OG0002884	7	0	0	0	7
OG0002885	6	1	0	0	7
OG0002886	7	0	0	0	7
OG0002887	7	0	0	0	7
OG0002888	6	1	0	0	7
OG0002889	7	0	0	0	7
OG0002890	7	0	0	0	7
OG0002891	7	0	0	0	7
OG0002892	7	0	0	0	7
OG0002893	6	1	0	0	7
OG0002894	7	0	0	0	7
OG0002895	7	0	0	0	7
OG0002896	7	0	0	0	7
OG0002897	7	0	0	0	7
OG0002898	7	0	0	0	7
OG0002899	7	0	0	0	7
OG0002900	7	0	0	0	7
OG0002901	7	0	0	0	7
OG0002902	7	0	0	0	7
OG0002903	7	0	0	0	7
OG0002904	7	0	0	0	7
OG0002905	7	0	0	0	7
OG0002906	7	0	0	0	7
OG0002907	7	0	0	0	7
OG0002908	7	0	0	0	7
OG0002909	7	0	0	0	7
OG0002910	6	1	0	0	7
OG0002911	7	0	0	0	7
OG0002912	6	1	0	0	7
OG0002913	7	0	0	0	7
OG0002914	7	0	0	0	7
OG0002915	7	0	0	0	7
OG0002916	7	0	0	0	7
OG0002917	7	0	0	0	7
OG0002918	7	0	0	0	7
OG0002919	7	0	0	0	7
OG0002920	7	0	0	0	7
OG0002921	6	1	0	0	7
OG0002922	7	0	0	0	7
OG0002923	6	1	0	0	7
OG0002924	7	0	0	0	7
OG0002925	7	0	0	0	7
OG0002926	7	0	0	0	7
OG0002927	7	0	0	0	7
OG0002928	7	0	0	0	7
OG0002929	6	1	0	0	7
OG0002930	7	0	0	0	7
OG0002931	7	0	0	0	7
OG0002932	6	1	0	0	7
OG0002933	7	0	0	0	7
OG0002934	7	0	0	0	7
OG0002935	7	0	0	0	7
OG0002936	7	0	0	0	7
OG0002937	6	1	0	0	7
OG0002938	7	0	0	0	7
OG0002939	7	0	0	0	7
OG0002940	7	0	0	0	7
OG0002941	6	1	0	0	7
OG0002942	7	0	0	0	7
OG0002943	7	0	0	0	7
OG0002944	7	0	0	0	7
OG0002945	6	1	0	0	7
OG0002946	7	0	0	0	7
OG0002947	6	1	0	0	7
OG0002948	7	0	0	0	7
OG0002949	7	0	0	0	7
OG0002950	7	0	0	0	7
OG0002951	7	0	0	0	7
OG0002952	7	0	0	0	7
OG0002953	7	0	0	0	7
OG0002954	7	0	0	0	7
OG0002955	7	0	0	0	7
OG0002956	7	0	0	0	7
OG0002957	7	0	0	0	7
OG0002958	6	1	0	0	7
OG0002959	7	0	0	0	7
OG0002960	7	0	0	0	7
OG0002961	7	0	0	0	7
OG0002962	7	0	0	0	7
OG0002963	7	0	0	0	7
OG0002964	3	4	0	0	7
OG0002965	7	0	0	0	7
OG0002966	6	1	0	0	7
OG0002967	6	1	0	0	7
OG0002968	7	0	0	0	7
OG0002969	7	0	0	0	7
OG0002970	7	0	0	0	7
OG0002971	7	0	0	0	7
OG0002972	7	0	0	0	7
OG0002973	6	0	0	1	7
OG0002974	7	0	0	0	7
OG0002975	7	0	0	0	7
OG0002976	6	1	0	0	7
OG0002977	7	0	0	0	7
OG0002978	7	0	0	0	7
OG0002979	7	0	0	0	7
OG0002980	7	0	0	0	7
OG0002981	7	0	0	0	7
OG0002982	7	0	0	0	7
OG0002983	7	0	0	0	7
OG0002984	7	0	0	0	7
OG0002985	7	0	0	0	7
OG0002986	7	0	0	0	7
OG0002987	7	0	0	0	7
OG0002988	7	0	0	0	7
OG0002989	7	0	0	0	7
OG0002990	7	0	0	0	7
OG0002991	6	1	0	0	7
OG0002992	7	0	0	0	7
OG0002993	6	1	0	0	7
OG0002994	6	1	0	0	7
OG0002995	7	0	0	0	7
OG0002996	7	0	0	0	7
OG0002997	7	0	0	0	7
OG0002998	6	1	0	0	7
OG0002999	7	0	0	0	7
OG0003000	7	0	0	0	7
OG0003001	7	0	0	0	7
OG0003002	7	0	0	0	7
OG0003003	7	0	0	0	7
OG0003004	7	0	0	0	7
OG0003005	7	0	0	0	7
OG0003006	7	0	0	0	7
OG0003007	5	2	0	0	7
OG0003008	7	0	0	0	7
OG0003009	7	0	0	0	7
OG0003010	6	1	0	0	7
OG0003011	7	0	0	0	7
OG0003012	7	0	0	0	7
OG0003013	7	0	0	0	7
OG0003014	7	0	0	0	7
OG0003015	7	0	0	0	7
OG0003016	7	0	0	0	7
OG0003017	7	0	0	0	7
OG0003018	7	0	0	0	7
OG0003019	7	0	0	0	7
OG0003020	7	0	0	0	7
OG0003021	7	0	0	0	7
OG0003022	7	0	0	0	7
OG0003023	5	2	0	0	7
OG0003024	7	0	0	0	7
OG0003025	6	1	0	0	7
OG0003026	6	1	0	0	7
OG0003027	7	0	0	0	7
OG0003028	7	0	0	0	7
OG0003029	7	0	0	0	7
OG0003030	7	0	0	0	7
OG0003031	7	0	0	0	7
OG0003032	7	0	0	0	7
OG0003033	7	0	0	0	7
OG0003034	7	0	0	0	7
OG0003035	7	0	0	0	7
OG0003036	7	0	0	0	7
OG0003037	7	0	0	0	7
OG0003038	7	0	0	0	7
OG0003039	7	0	0	0	7
OG0003040	7	0	0	0	7
OG0003041	7	0	0	0	7
OG0003042	7	0	0	0	7
OG0003043	7	0	0	0	7
OG0003044	7	0	0	0	7
OG0003045	7	0	0	0	7
OG0003046	7	0	0	0	7
OG0003047	7	0	0	0	7
OG0003048	7	0	0	0	7
OG0003049	7	0	0	0	7
OG0003050	7	0	0	0	7
OG0003051	7	0	0	0	7
OG0003052	7	0	0	0	7
OG0003053	7	0	0	0	7
OG0003054	7	0	0	0	7
OG0003055	7	0	0	0	7
